Value,Time
0,4821157
18,4823175
41,4825150
42,4827250
25,4829155
9,4831170
6,4833153
16,4835149
24,4837269
10,4839177
0,4841150
18,4843144
0,4845158
0,4847362
0,4849154
0,4851147
0,4853155
0,4855176
10,4857260
14,4859155
16,4861160
2,4863159
0,4865151
0,4867256
0,4869167
20,4871164
27,4873153
16,4875149
0,4877260
8,4879164
21,4881150
31,4883156
9,4885150
0,4887270
0,4889153
0,4891169
0,4893150
0,4895173
1,4897261
2,4899155
4,4901162
14,4903159
0,4905159
0,4907250
0,4909156
0,4911176
0,4913154
17,4915162
33,4917255
26,4919166
26,4921156
52,4923153
28,4925162
11,4927279
0,4929155
0,4931158
0,4933156
75,4935160
86,4937472
38,4939168
0,4941164
0,4943171
0,4945163
0,4947309
21,4949160
40,4951165
37,4953155
24,4955167
0,4957259
28,4959169
89,4961167
123,4963164
125,4965164
0,4967273
0,4969170
2,4971163
44,4973164
68,4975164
63,4977262
0,4979158
0,4981166
0,4983176
0,4985167
0,4987260
0,4989171
0,4991172
0,4993171
0,4995167
8,4997260
41,4999166
62,5001239
57,5003176
31,5005165
0,5007298
0,5009163
13,5011165
8,5013163
0,5015165
9,5017263
33,5019179
56,5021168
40,5023178
0,5025169
0,5027265
0,5029173
0,5031178
0,5033169
16,5035173
13,5037265
3,5039168
0,5041164
8,5043165
30,5045166
38,5047387
36,5049176
15,5051167
0,5053162
35,5055171
86,5057267
79,5059173
48,5061167
19,5063176
0,5065167
0,5067273
0,5069173
0,5071179
0,5073169
0,5075165
0,5077258
0,5079182
0,5081166
19,5083163
32,5085164
23,5087293
18,5089174
8,5091163
4,5093162
24,5095177
26,5097263
0,5099172
10,5101163
42,5103177
51,5105164
23,5107259
0,5109171
0,5111179
0,5113164
0,5115165
20,5117260
35,5119178
12,5121171
0,5123165
0,5125164
0,5127283
27,5129174
42,5131163
22,5133166
0,5135180
8,5137394
44,5139173
78,5141174
76,5143177
30,5145167
0,5147371
0,5149176
0,5151181
0,5153169
0,5155163
11,5157261
0,5159181
2,5161166
0,5163163
0,5165164
10,5167277
28,5169172
23,5171168
12,5173167
17,5175176
18,5177266
26,5179170
15,5181167
11,5183177
2,5185167
0,5187268
0,5189169
0,5191178
0,5193161
0,5195167
12,5197273
15,5199180
9,5201169
4,5203162
0,5205162
0,5207280
0,5209180
0,5211171
0,5213164
15,5215176
95,5217264
96,5219174
45,5221163
0,5223176
0,5225168
0,5227264
0,5229174
31,5231177
44,5233167
31,5235169
11,5237263
0,5239183
20,5241167
71,5243161
77,5245162
39,5247359
0,5249174
0,5251170
10,5253166
58,5255173
71,5257272
38,5259170
0,5261165
0,5263175
0,5265166
0,5267262
0,5269173
0,5271180
2,5273168
0,5275168
0,5277265
34,5279181
76,5281167
81,5283172
41,5285165
2,5287283
0,5289169
0,5291164
0,5293162
0,5295175
11,5297263
12,5299173
0,5301169
11,5303180
0,5305164
0,5307254
0,5309170
0,5311180
0,5313169
7,5315160
0,5317262
5,5319186
12,5321170
7,5323164
0,5325164
1,5327282
15,5329170
34,5331168
3,5333162
0,5335181
0,5337398
0,5339177
6,5341163
12,5343177
9,5345154
0,5347308
0,5349177
0,5351180
0,5353167
29,5355158
26,5357271
27,5359186
0,5361165
0,5363168
0,5365163
0,5367279
0,5369172
0,5371168
0,5373166
5,5375173
26,5377279
26,5379167
28,5381171
0,5383178
17,5385164
9,5387259
13,5389173
0,5391186
0,5393164
0,5395163
0,5397261
4,5399183
12,5401167
37,5403177
11,5405163
0,5407277
0,5409172
0,5411166
21,5413164
35,5415178
0,5417268
18,5419176
0,5421168
0,5423175
0,5425171
0,5427262
0,5429176
0,5431182
0,5433167
7,5435169
25,5437263
13,5439181
0,5441164
0,5443165
2,5445163
8,5447350
6,5449172
0,5451168
0,5453160
0,5455172
0,5457260
12,5459173
19,5461164
37,5463182
16,5465165
0,5467259
0,5469173
0,5471178
24,5473168
20,5475161
16,5477262
9,5479180
0,5481166
0,5483166
0,5485164
0,5487282
0,5489168
0,5491164
0,5493164
27,5495175
39,5497260
34,5499181
15,5501169
13,5503173
8,5505167
9,5507260
5,5509173
0,5511178
0,5513167
0,5515167
0,5517259
13,5519183
11,5521168
8,5523164
0,5525162
3,5527283
18,5529172
18,5531167
0,5533166
0,5535184
0,5537318
34,5539174
81,5541152
89,5543177
13,5545167
0,5547303
0,5549172
0,5551175
0,5553162
53,5555165
76,5557258
69,5559179
33,5561169
13,5563160
20,5565165
69,5567274
86,5569172
44,5571166
0,5573171
0,5575171
7,5577267
31,5579159
28,5581162
8,5583177
0,5585169
0,5587272
0,5589172
0,5591178
0,5593165
0,5595161
9,5597262
10,5599183
19,5601171
42,5603164
7,5605159
2,5607284
11,5609162
15,5611167
22,5613167
31,5615171
49,5617250
40,5619168
34,5621161
12,5623174
0,5625159
0,5627250
15,5629170
38,5631178
22,5633168
0,5635166
0,5637251
0,5639179
0,5641164
0,5643163
25,5645158
23,5647373
7,5649171
0,5651166
0,5653159
45,5655172
110,5657264
113,5659182
48,5661158
0,5663181
0,5665167
27,5667247
44,5669168
44,5671174
0,5673165
0,5675158
0,5677480
0,5679186
0,5681168
0,5683163
0,5685157
0,5687285
0,5689170
0,5691161
2,5693162
43,5695172
60,5697252
54,5699174
48,5701165
38,5703171
19,5705166
5,5707259
0,5709171
1,5711174
6,5713168
19,5715171
9,5717263
0,5719181
0,5721165
0,5723164
0,5725162
0,5727284
0,5729174
0,5731164
0,5733159
15,5735177
26,5737327
8,5739171
0,5741163
10,5743174
52,5745164
77,5747316
55,5749177
0,5751178
0,5753163
0,5755166
0,5757274
18,5759182
50,5761167
24,5763159
0,5765165
0,5767266
0,5769171
11,5771164
45,5773164
13,5775171
0,5777266
0,5779171
4,5781163
36,5783176
34,5785168
35,5787258
0,5789175
0,5791177
0,5793151
0,5795159
13,5797261
31,5799179
49,5801169
16,5803165
0,5805162
0,5807276
0,5809160
22,5811165
25,5813162
30,5815175
21,5817265
1,5819172
21,5821166
12,5823184
0,5825165
0,5827262
0,5829172
11,5831178
25,5833168
33,5835166
3,5837272
0,5839179
0,5841166
0,5843150
0,5845161
3,5847334
5,5849171
0,5851168
0,5853147
0,5855172
34,5857266
53,5859170
43,5861151
19,5863183
0,5865167
0,5867264
2,5869162
9,5871181
4,5873151
13,5875159
7,5877260
0,5879180
0,5881170
0,5883152
0,5885153
0,5887279
0,5889169
0,5891152
0,5893148
0,5895160
15,5897272
30,5899156
32,5901149
32,5903172
6,5905154
9,5907256
14,5909171
19,5911177
6,5913153
0,5915159
8,5917258
26,5919181
29,5921156
37,5923148
0,5925159
0,5927282
0,5929175
0,5931173
0,5933153
2,5935179
15,5937466
22,5939167
37,5941162
53,5943170
40,5945160
0,5947323
5,5949155
0,5951160
33,5953161
107,5955147
93,5957258
17,5959164
0,5961160
0,5963158
0,5965155
0,5967281
25,5969153
31,5971161
14,5973157
4,5975165
0,5977257
35,5979155
98,5981152
105,5983156
31,5985160
0,5987261
0,5989153
0,5991173
25,5993161
56,5995160
23,5997259
0,5999165
0,6006494
0,6006929
0,6007412
0,6007657
0,6009168
0,6011172
0,6013182
0,6015176
11,6017277
21,6019166
38,6021159
37,6023168
22,6025158
17,6027261
7,6029165
16,6031163
20,6033163
11,6035169
14,6037260
3,6039179
44,6041164
75,6043160
40,6045159
0,6047387
0,6049169
0,6051164
0,6053161
0,6055172
33,6057266
45,6059171
27,6061161
0,6063173
0,6065163
21,6067257
75,6069169
91,6071167
46,6073161
6,6075155
33,6077258
76,6079175
96,6081166
79,6083162
0,6085157
0,6087291
0,6089167
0,6091160
0,6093160
0,6095170
4,6097260
0,6099170
0,6101161
0,6103173
24,6105163
45,6107259
46,6109166
27,6111181
14,6113165
6,6115160
34,6117257
25,6119180
15,6121164
15,6123162
1,6125158
0,6127277
0,6129168
0,6131161
0,6133160
3,6135182
8,6137320
5,6139168
0,6141164
5,6143172
5,6145159
0,6147304
0,6149173
0,6151174
0,6153160
51,6155162
108,6157257
82,6159173
16,6161165
0,6163161
0,6165161
0,6167282
3,6169167
31,6171174
10,6173163
6,6175164
0,6177260
0,6179163
35,6181167
63,6183173
44,6185164
0,6187258
0,6189167
0,6191173
25,6193161
52,6195160
35,6197263
0,6199180
0,6201162
0,6203160
0,6205161
0,6207275
5,6209169
0,6211166
0,6213165
0,6215172
10,6217262
40,6219171
67,6221165
56,6223174
22,6225156
0,6227261
0,6229168
0,6231173
0,6233167
0,6235165
9,6237264
12,6239178
41,6241165
0,6243158
0,6245160
0,6247361
0,6249170
0,6251165
0,6253162
13,6255172
5,6257262
22,6259166
24,6261165
20,6263177
0,6265163
13,6267259
12,6269167
26,6271177
3,6273168
0,6275160
0,6277260
0,6279181
0,6281167
0,6283161
0,6285163
4,6287271
0,6289170
0,6291166
0,6293164
17,6295173
49,6297261
32,6299168
18,6301164
0,6303173
0,6305160
0,6307250
0,6309168
0,6311175
0,6313163
15,6315163
19,6317262
39,6319178
39,6321166
30,6323162
5,6325161
0,6327303
0,6329171
21,6331167
45,6333160
36,6335181
0,6337327
0,6339177
0,6341168
0,6343173
0,6345167
14,6347301
17,6349171
1,6351177
0,6353168
0,6355163
50,6357255
78,6359175
58,6361162
5,6363169
0,6365159
0,6367278
0,6369167
2,6371160
0,6373159
0,6375167
4,6377258
0,6379169
3,6381165
12,6383174
0,6385163
0,6387255
0,6389167
0,6391177
1,6393165
7,6395161
5,6397256
10,6399182
13,6401170
21,6403160
16,6405166
16,6407276
12,6409167
10,6411160
6,6413162
0,6415171
1,6417257
22,6419166
44,6421163
42,6423174
0,6425162
0,6427277
0,6429167
0,6431177
0,6433160
11,6435166
48,6437257
45,6439180
29,6441162
0,6443159
4,6445158
45,6447331
65,6449168
42,6451163
0,6453158
0,6455175
21,6457258
43,6459166
45,6461165
37,6463173
0,6465162
0,6467256
0,6469164
0,6471173
0,6473162
0,6475158
1,6477259
11,6479178
25,6481162
0,6483160
0,6485160
2,6487279
9,6489168
12,6491164
15,6493159
33,6495172
22,6497255
42,6499169
31,6501162
17,6503165
0,6505163
0,6507257
15,6509162
0,6511174
0,6513164
0,6515165
0,6517255
0,6519179
0,6521166
0,6523162
0,6525157
0,6527279
7,6529164
21,6531164
23,6533159
15,6535176
0,6537316
37,6539175
70,6541161
97,6543177
54,6545163
0,6547303
0,6549171
0,6551176
0,6553164
4,6555160
33,6557253
55,6559176
20,6561165
5,6563156
0,6565159
18,6567281
65,6569169
60,6571162
21,6573164
0,6575168
6,6577253
25,6579173
38,6581163
36,6583171
0,6585162
0,6587265
0,6589171
0,6591173
0,6593156
0,6595160
8,6597241
13,6599175
2,6601164
21,6603163
0,6605157
0,6607276
0,6609170
0,6611159
9,6613156
31,6615178
52,6617253
43,6619171
33,6621167
28,6623177
0,6625159
0,6627250
0,6629171
51,6631178
59,6633162
28,6635157
0,6637260
0,6639178
0,6641163
0,6643157
1,6645158
26,6647362
12,6649172
0,6651155
0,6653154
2,6655179
80,6657245
110,6659165
98,6661160
0,6663179
0,6665161
4,6667256
44,6669163
56,6671177
0,6673164
0,6675160
0,6677476
0,6679184
0,6681167
0,6683175
0,6685157
0,6687290
0,6689170
0,6691163
0,6693162
45,6695176
73,6697251
65,6699170
41,6701162
0,6703178
30,6705160
6,6707253
0,6709164
0,6711172
0,6713157
24,6715163
46,6717244
29,6719179
0,6721163
0,6723163
0,6725160
0,6727282
0,6729165
0,6731159
0,6733161
0,6735179
0,6737322
8,6739171
38,6741159
50,6743172
0,6745161
0,6747303
0,6749168
15,6751178
41,6753158
52,6755159
40,6757260
0,6759177
0,6761165
0,6763159
0,6765155
0,6767282
0,6769171
0,6771163
0,6773158
0,6775174
0,6777260
2,6779168
21,6781165
29,6783171
18,6785162
6,6787256
7,6789166
19,6791173
23,6793152
23,6795162
4,6797259
0,6799177
35,6801166
78,6803162
52,6805161
0,6807263
0,6809162
0,6811163
0,6813159
12,6815171
52,6817259
46,6819168
26,6821164
0,6823168
0,6825161
18,6827259
67,6829168
73,6831180
59,6833162
0,6835165
21,6837271
65,6839183
85,6841165
81,6843157
16,6845160
0,6847368
0,6849172
0,6851161
0,6853163
5,6855174
17,6857261
0,6859167
0,6861163
0,6863172
6,6865165
35,6867254
38,6869169
23,6871267
11,6873163
9,6875161
28,6877264
27,6879178
2,6881167
20,6883161
0,6885159
23,6887278
16,6889170
25,6891148
0,6893156
0,6895173
0,6897260
17,6899166
16,6901150
1,6903177
0,6905163
0,6907257
0,6909165
19,6911174
31,6913170
35,6915149
3,6917256
0,6919182
37,6921162
67,6923150
50,6925158
11,6927281
0,6929171
0,6931148
0,6933157
0,6935178
0,6937471
9,6939193
0,6941155
0,6943173
0,6945151
0,6947312
0,6949176
13,6951182
15,6953153
26,6955161
27,6957258
16,6959183
26,6961154
24,6963149
0,6965159
0,6967285
0,6969162
0,6971153
0,6973164
0,6975177
0,6977265
0,6979172
4,6981154
5,6983162
0,6985149
0,6987259
0,6989157
1,6991164
15,6993161
0,6995149
0,6997260
2,6999182
75,7001242
102,7003159
60,7005151
0,7007301
0,7009158
0,7011150
0,7013166
26,7015178
69,7017265
64,7019170
29,7021152
0,7023177
0,7025156
32,7027269
80,7029158
75,7031164
10,7033153
0,7035151
5,7037261
51,7039178
68,7041155
80,7043159
0,7045160
0,7047393
0,7049159
0,7051152
0,7053159
13,7055163
40,7057269
0,7059173
0,7061165
0,7063160
21,7065166
42,7067264
39,7069159
23,7071160
16,7073163
0,7075161
25,7077266
18,7079175
0,7081169
9,7083168
0,7085163
0,7087289
4,7089159
0,7091164
0,7093162
0,7095174
0,7097264
5,7099168
0,7101167
8,7103176
0,7105162
0,7107266
0,7109170
3,7111173
22,7113168
43,7115166
26,7117264
6,7119176
4,7121172
25,7123171
13,7125163
0,7127287
0,7129164
0,7131165
0,7133164
0,7135167
10,7137394
0,7139164
0,7141164
9,7143173
38,7145170
31,7147309
0,7149175
0,7151179
0,7153165
0,7155174
23,7157263
62,7159180
57,7161167
28,7163163
0,7165164
0,7167368
15,7169172
50,7171166
70,7173168
0,7175182
0,7177277
0,7179170
37,7181167
48,7183179
17,7185169
0,7187264
0,7189174
0,7191192
0,7193165
0,7195185
14,7197271
4,7199179
0,7201170
0,7203166
0,7205163
12,7207292
42,7209171
47,7211165
34,7213161
26,7215184
29,7217274
24,7219171
20,7221163
1,7223197
0,7225166
0,7227268
0,7229174
0,7231189
0,7233168
0,7235171
0,7237266
0,7239199
8,7241170
6,7243161
0,7245164
5,7247384
4,7249173
14,7251171
0,7253164
12,7255191
17,7257265
96,7259175
113,7261167
65,7263196
0,7265167
0,7267269
0,7269173
0,7271194
14,7273167
61,7275164
38,7277263
12,7279185
0,7281169
0,7283166
41,7285164
76,7287305
18,7289173
0,7291164
0,7293165
17,7295193
73,7297284
86,7299172
33,7301167
0,7303196
0,7305172
0,7307258
0,7309176
0,7311188
2,7313167
18,7315166
13,7317263
0,7319205
1,7321169
46,7323168
55,7325161
33,7327295
10,7329173
24,7331168
1,7333164
13,7335206
13,7337398
13,7339177
15,7341168
21,7343197
7,7345168
0,7347363
0,7349174
0,7351198
0,7353168
5,7355167
11,7357264
7,7359211
36,7361173
13,7363168
0,7365164
0,7367325
0,7369173
1,7371179
67,7373171
83,7375208
35,7377278
0,7379171
0,7381167
0,7383209
0,7385167
18,7387263
15,7389171
0,7391208
0,7393164
0,7395162
26,7397264
70,7399203
96,7401167
58,7403167
0,7405162
0,7407327
20,7409172
48,7411168
32,7413166
0,7415214
0,7417270
0,7419173
0,7421170
2,7423215
3,7425168
0,7427264
0,7429179
0,7431205
0,7433167
36,7435167
86,7437250
79,7439202
50,7441169
23,7443164
0,7445175
0,7447411
0,7449176
0,7451219
0,7453169
0,7455215
0,7457264
0,7459175
0,7461166
7,7463216
0,7465170
0,7467266
0,7469175
0,7471217
0,7473158
18,7475165
18,7477262
0,7479212
20,7481175
27,7483166
66,7485162
58,7487326
6,7489173
0,7491164
0,7493162
0,7495217
22,7497277
49,7499174
38,7501163
10,7503219
0,7505167
0,7507260
4,7509173
48,7511223
58,7513171
35,7515164
0,7517262
7,7519226
51,7521169
68,7523166
57,7525164
0,7527324
0,7529172
0,7531166
0,7533167
1,7535224
28,7537324
20,7539181
8,7541165
0,7543223
0,7545170
20,7547300
54,7549177
52,7551237
26,7553167
11,7555164
17,7557258
18,7559227
12,7561168
0,7563162
0,7565163
18,7567336
2,7569172
0,7571168
0,7573168
0,7575224
0,7577265
25,7579171
27,7581171
11,7583226
0,7585168
0,7587284
0,7589175
27,7591226
45,7593167
19,7595165
16,7597264
2,7599224
40,7601169
81,7603162
67,7605164
6,7607332
0,7609172
0,7611164
0,7613162
0,7615231
5,7617265
0,7619174
0,7621170
0,7623228
0,7625161
0,7627262
32,7629171
44,7631236
31,7633172
23,7635171
25,7637263
20,7639227
18,7641169
15,7643163
0,7645166
0,7647418
0,7649172
0,7651168
0,7653165
5,7655236
26,7657266
19,7659174
10,7661176
3,7663236
0,7665158
0,7667266
0,7669172
0,7671240
0,7673155
17,7675159
78,7677478
73,7679251
26,7681172
0,7683166
0,7685161
0,7687333
0,7689175
30,7691169
28,7693162
10,7695249
0,7697282
0,7699175
34,7701170
65,7703241
28,7705164
0,7707344
0,7709174
0,7711241
16,7713173
46,7715162
69,7717259
0,7719244
0,7721174
0,7723163
0,7725158
0,7727338
0,7729183
0,7731173
0,7733161
0,7735245
5,7737328
33,7739169
62,7741165
62,7743240
31,7745166
0,7747310
21,7749181
0,7751244
0,7753165
0,7755163
12,7757281
11,7759244
10,7761168
0,7763165
0,7765165
0,7767353
0,7769173
0,7771166
0,7773166
6,7775236
21,7777251
25,7779170
28,7781164
21,7783236
0,7785166
0,7787251
1,7789171
12,7791237
0,7793162
0,7795164
0,7797258
0,7799246
2,7801167
9,7803171
0,7805163
0,7807338
0,7809167
10,7811164
22,7813161
22,7815239
8,7817264
0,7819179
15,7821165
31,7823245
11,7825165
0,7827259
0,7829172
0,7831241
0,7833165
4,7835156
22,7837257
16,7839259
13,7841170
24,7843160
32,7845162
40,7847427
29,7849170
0,7851168
0,7853167
0,7855245
34,7857258
92,7859171
98,7861152
25,7863239
0,7865168
0,7867266
0,7869169
0,7871242
19,7873166
61,7875159
76,7877268
51,7879250
25,7881171
40,7883165
81,7885162
104,7887343
74,7889170
59,7891163
0,7893162
6,7895239
31,7897266
36,7899175
36,7901166
0,7903237
0,7905168
0,7907261
0,7909172
0,7911250
0,7913169
0,7915163
9,7917263
22,7919258
20,7921169
21,7923168
7,7925166
7,7927354
13,7929171
23,7931167
27,7933163
62,7935254
49,7937548
45,7939179
31,7941165
0,7943247
0,7945171
0,7947312
42,7949178
43,7951262
0,7953167
0,7955151
0,7957263
0,7959255
0,7961167
35,7963249
59,7965149
31,7967353
7,7969173
0,7971167
12,7973163
103,7975249
138,7977260
108,7979177
22,7981171
0,7983255
20,7985153
58,7987260
62,7989176
0,7991247
0,7993151
0,7995150
0,7997263
0,7999261
0,8001242
0,8003153
0,8005146
0,8007391
0,8009154
0,8011152
37,8013148
73,8015253
67,8017276
47,8019156
18,8021151
40,8023259
20,8025153
0,8027265
0,8029174
0,8031256
3,8033157
0,8035151
3,8037266
0,8039261
0,8041153
0,8043147
0,8045149
0,8047409
0,8049179
0,8051158
0,8053150
9,8055266
13,8057273
9,8059162
12,8061154
36,8063255
31,8065153
0,8067259
0,8069165
0,8071258
0,8073151
15,8075161
21,8077259
11,8079268
2,8081154
8,8083152
8,8085162
5,8087365
0,8089164
0,8091149
0,8093159
0,8095265
71,8097270
90,8099160
53,8101165
0,8103264
0,8105156
0,8107263
0,8109162
19,8111261
50,8113158
68,8115165
46,8117262
6,8119271
21,8121157
69,8123165
95,8125161
57,8127357
0,8129161
0,8131165
0,8133159
17,8135269
40,8137330
37,8139162
0,8141166
0,8143264
0,8145166
0,8147308
0,8149165
0,8151274
0,8153168
4,8155167
19,8157264
17,8159272
27,8161165
32,8163165
24,8165163
12,8167366
16,8169173
12,8171163
14,8173168
31,8175260
32,8177264
20,8179173
0,8181167
10,8183270
0,8185165
6,8187265
24,8189161
0,8191269
0,8193167
0,8195170
0,8197263
0,8199276
24,8201166
53,8203164
26,8205165
0,8207357
0,8209174
0,8211165
54,8213167
98,8215271
98,8217276
0,8219283
0,8221172
18,8223273
27,8225166
21,8227262
24,8229176
0,8231276
0,8233169
0,8235162
0,8237266
0,8239286
0,8241168
0,8243168
0,8245163
0,8247424
0,8249172
5,8251167
25,8253156
41,8255277
44,8257279
36,8259174
71,8261166
34,8263278
24,8265164
0,8267267
0,8269172
0,8271292
0,8273173
31,8275162
10,8277259
12,8279290
0,8281172
0,8283162
0,8285163
0,8287371
0,8289172
0,8291164
0,8293161
28,8295280
41,8297267
52,8299174
16,8301167
0,8303281
4,8305164
76,8307265
104,8309168
55,8311288
0,8313158
0,8315164
0,8317261
0,8319301
20,8321172
40,8323167
24,8325161
0,8327370
0,8329176
0,8331168
28,8333162
97,8335293
94,8337331
59,8339183
0,8341169
6,8343290
24,8345169
36,8347307
21,8349175
0,8351296
0,8353168
0,8355165
0,8357266
8,8359298
30,8361166
28,8363164
0,8365164
0,8367387
0,8369176
0,8371170
22,8373168
42,8375295
40,8377276
27,8379173
31,8381170
27,8383305
4,8385158
0,8387263
0,8389175
2,8391296
6,8393167
16,8395162
9,8397262
0,8399302
0,8401169
0,8403166
0,8405162
0,8407394
0,8409171
0,8411167
0,8413168
17,8415296
21,8417262
4,8419175
3,8421169
37,8423300
63,8425166
58,8427262
19,8429175
0,8431297
0,8433168
0,8435168
0,8437267
27,8439309
29,8441157
18,8443163
0,8445163
0,8447452
0,8449174
29,8451172
47,8453166
57,8455310
12,8457279
0,8459176
18,8461160
41,8463300
31,8465168
0,8467263
0,8469174
0,8471301
0,8473169
0,8475292
10,8477260
23,8479305
12,8481168
0,8483166
0,8485167
0,8487406
0,8489179
21,8491168
18,8493164
26,8495303
16,8497279
20,8499174
28,8501168
16,8503306
0,8505169
0,8507264
0,8509175
0,8511301
5,8513166
0,8515162
0,8517265
0,8519313
0,8521172
1,8523165
0,8525156
0,8527396
0,8529171
0,8531168
9,8533167
27,8535310
0,8537387
0,8539164
19,8541165
86,8543309
80,8545169
30,8547305
0,8549177
0,8551313
0,8553166
0,8555165
36,8557265
56,8559310
52,8561166
22,8563166
0,8565153
0,8567400
37,8569176
78,8571170
89,8573155
30,8575302
0,8577260
12,8579174
45,8581163
63,8583312
63,8585168
0,8587275
0,8589170
0,8591309
0,8593168
0,8595166
25,8597259
21,8599329
25,8601171
0,8603163
0,8605165
0,8607400
25,8609172
33,8611163
24,8613166
21,8615311
26,8617272
36,8619176
28,8621165
6,8623317
0,8625167
0,8627260
5,8629173
22,8631315
16,8633162
0,8635170
0,8637262
0,8639330
0,8641157
0,8643161
0,8645163
0,8647464
0,8649177
0,8651166
0,8653163
35,8655323
56,8657264
62,8659171
0,8661163
16,8663323
8,8665170
23,8667264
23,8669174
2,8671334
0,8673169
0,8675163
0,8677476
0,8679339
0,8681173
0,8683165
0,8685164
0,8687424
0,8689173
0,8691167
0,8693164
21,8695327
39,8697264
42,8699174
31,8701165
34,8703324
10,8705169
10,8707254
3,8709175
0,8711330
0,8713168
20,8715160
56,8717261
45,8719334
0,8721175
0,8723165
0,8725161
0,8727408
0,8729176
0,8731327
8,8733167
15,8735332
12,8737326
11,8739179
27,8741164
62,8743330
55,8745170
20,8747312
0,8749176
0,8751337
11,8753165
43,8755168
45,8757245
6,8759335
0,8761161
0,8763160
0,8765161
0,8767414
0,8769179
0,8771165
0,8773167
0,8775316
0,8777251
0,8779177
6,8781171
19,8783331
10,8785169
8,8787247
5,8789177
6,8791335
20,8793164
38,8795161
32,8797248
24,8799336
7,8801168
45,8803165
65,8805159
25,8807414
0,8809175
0,8811161
0,8813161
0,8815336
25,8817252
57,8819176
45,8821166
26,8823330
0,8825164
0,8827247
25,8829173
85,8831331
76,8833164
76,8835172
24,8837262
26,8839342
67,8841168
86,8843158
64,8845161
0,8847471
0,8849169
0,8851166
0,8853164
0,8855332
9,8857250
16,8859167
5,8861165
0,8863332
0,8865167
1,8867257
37,8869174
41,8871331
28,8873169
23,8875159
28,8877248
36,8879334
26,8881168
18,8883164
0,8885163
19,8887433
27,8889171
23,8891166
0,8893160
0,8895325
0,8897262
0,8899171
0,8901165
13,8903328
0,8905167
0,8907262
0,8909170
0,8911327
19,8913165
49,8915163
59,8917260
0,8919334
5,8921168
30,8923164
48,8925163
40,8927413
21,8929176
0,8931162
0,8933163
0,8935332
0,8937474
0,8939173
0,8941164
0,8943331
0,8945163
0,8947306
0,8949174
0,8951337
6,8953165
27,8955160
37,8957260
30,8959349
57,8961167
41,8963163
14,8965144
0,8967420
0,8969170
0,8971162
35,8973159
58,8975330
31,8977256
0,8979171
0,8981158
0,8983337
0,8985161
0,8987422
6,8989168
0,8991347
0,8993162
0,8995159
15,8997258
59,8999345
67,9001241
74,9003169
0,9005164
0,9007469
8,9009167
39,9011149
45,9013149
7,9015332
8,9017266
0,9019169
0,9021165
0,9023344
0,9025165
0,9027259
0,9029184
0,9031341
0,9033167
0,9035154
32,9037259
50,9039347
41,9041172
30,9043146
22,9045154
10,9047501
4,9049169
0,9051163
0,9053150
13,9055341
29,9057265
5,9059154
2,9061157
0,9063347
0,9065155
0,9067260
0,9069169
0,9071344
0,9073155
0,9075161
30,9077258
28,9079351
30,9081159
0,9083157
0,9085147
0,9087432
68,9089157
87,9091160
39,9093156
0,9095338
0,9097260
0,9099160
0,9101149
37,9103347
36,9105154
5,9107253
0,9109154
0,9111343
0,9113165
57,9115150
102,9117256
69,9119351
0,9121160
0,9123148
0,9125158
36,9127420
57,9129158
21,9131162
0,9133162
0,9135340
0,9137334
0,9139165
16,9141149
14,9143346
4,9145150
0,9147316
0,9149155
0,9151351
36,9153160
71,9155160
64,9157264
35,9159347
0,9161165
25,9163162
4,9165161
0,9167405
0,9169168
0,9171161
0,9173161
7,9175353
53,9177256
0,9179163
0,9181163
0,9183339
0,9185164
0,9187260
0,9189156
0,9191348
0,9193155
1,9195158
25,9197257
21,9199353
33,9201169
32,9203157
4,9205159
19,9207428
0,9209160
0,9211166
0,9213162
13,9215333
11,9217260
12,9219159
6,9221164
2,9223337
0,9225166
0,9227252
0,9229171
0,9231338
0,9233167
0,9235162
0,9237262
2,9239339
12,9241168
17,9243330
3,9245170
0,9247524
0,9249173
19,9251161
8,9253161
21,9255336
0,9257266
10,9259171
24,9261158
74,9263334
56,9265164
0,9267257
0,9269172
0,9271341
0,9273170
1,9275164
51,9277255
66,9279356
39,9281169
10,9283163
0,9285164
6,9287430
58,9289173
72,9291164
12,9293159
4,9295334
0,9297274
27,9299172
54,9301165
57,9303344
5,9305165
0,9307258
0,9309167
0,9311343
0,9313163
0,9315160
16,9317260
0,9319351
5,9321169
0,9323165
0,9325160
5,9327392
26,9329177
25,9331163
21,9333162
47,9335346
43,9337328
36,9339175
32,9341161
0,9343347
0,9345163
0,9347298
10,9349173
20,9351345
69,9353172
0,9355164
0,9357264
0,9359346
0,9361168
0,9363148
6,9365157
0,9367398
0,9369175
0,9371162
0,9373160
46,9375339
72,9377260
72,9379170
0,9381163
7,9383346
10,9385164
23,9387262
20,9389168
0,9391357
0,9393164
0,9395160
0,9397260
0,9399351
0,9401167
0,9403162
0,9405160
0,9407407
0,9409176
0,9411163
0,9413163
17,9415344
31,9417263
38,9419174
32,9421163
50,9423337
25,9425162
7,9427268
5,9429176
0,9431347
0,9433166
9,9435163
25,9437263
12,9439350
0,9441171
0,9443159
0,9445157
0,9447564
0,9449175
0,9451163
0,9453160
15,9455341
48,9457276
45,9459167
36,9461164
0,9463352
0,9465168
9,9467257
67,9469169
77,9471352
26,9473168
0,9475160
0,9477251
0,9479355
0,9481172
17,9483160
