Value,Time
13,9485160
4,9487403
0,9489178
0,9491166
0,9493161
57,9495325
88,9497263
89,9499364
7,9501172
0,9503329
0,9505170
8,9507251
13,9509168
28,9511331
0,9513167
0,9515164
0,9517255
6,9519355
0,9521170
11,9523160
0,9525161
14,9527398
0,9529174
0,9531165
0,9533156
18,9535335
34,9537387
31,9539174
27,9541165
29,9543337
24,9545170
0,9547316
0,9549174
0,9551341
4,9553165
9,9555162
58,9557255
61,9559338
24,9561170
0,9563162
0,9565158
0,9567405
0,9569176
0,9571153
10,9573164
28,9575337
18,9577275
0,9579170
12,9581164
62,9583349
73,9585168
24,9587268
0,9589168
0,9591339
12,9593164
55,9595157
69,9597252
0,9599341
0,9601168
0,9603160
0,9605160
0,9607470
0,9609174
0,9611162
0,9613159
0,9615336
0,9617261
1,9619174
32,9621166
51,9623342
32,9625169
11,9627250
24,9629167
8,9631350
18,9633167
25,9635168
4,9637262
0,9639356
15,9641174
53,9643158
37,9645157
0,9647524
0,9649180
0,9651165
0,9653156
0,9655301
19,9657271
25,9659170
17,9661160
0,9663303
0,9665167
5,9667256
42,9669167
45,9671337
26,9673172
7,9675161
24,9677474
60,9679356
72,9681171
66,9683161
0,9685161
0,9687469
0,9689180
0,9691165
0,9693159
0,9695298
1,9697261
0,9699172
0,9701164
0,9703307
0,9705170
13,9707261
29,9709167
24,9711313
16,9713169
43,9715163
12,9717256
29,9719311
20,9721175
12,9723161
1,9725159
6,9727402
0,9729174
0,9731159
0,9733162
0,9735308
0,9737397
0,9739177
6,9741167
0,9743278
0,9745168
0,9747303
2,9749169
0,9751300
0,9753173
0,9755291
57,9757266
98,9759311
87,9761174
19,9763157
0,9765156
0,9767408
0,9769178
0,9771163
33,9773160
42,9775294
30,9777258
0,9779166
0,9781157
27,9783308
61,9785173
64,9787244
0,9789169
0,9791298
0,9793167
29,9795157
66,9797252
72,9799318
2,9801176
0,9803164
0,9805160
0,9807408
0,9809172
3,9811162
16,9813160
0,9815289
0,9817260
0,9819172
21,9821167
54,9823303
45,9825165
17,9827243
5,9829171
5,9831300
5,9833167
11,9835162
1,9837274
0,9839290
17,9841173
53,9843159
41,9845156
0,9847438
0,9849174
0,9851164
0,9853159
13,9855289
45,9857277
27,9859168
13,9861158
0,9863293
0,9865165
17,9867258
54,9869172
42,9871296
0,9873173
0,9875164
35,9877253
86,9879310
97,9881168
41,9883159
0,9885161
0,9887385
0,9889178
0,9891158
0,9893159
0,9895279
0,9897251
0,9899168
0,9901164
5,9903289
39,9905168
57,9907252
45,9909171
17,9911288
0,9913170
7,9915163
22,9917254
27,9919307
22,9921172
6,9923161
0,9925155
0,9927410
0,9929172
0,9931164
6,9933159
12,9935290
8,9937479
0,9939176
0,9941170
9,9943297
0,9945172
0,9947316
0,9949174
22,9951297
68,9953172
64,9955164
0,9957250
0,9959313
0,9961170
0,9963173
17,9965165
34,9967409
7,9969177
0,9971165
0,9973165
0,9975295
51,9977263
79,9979169
36,9981167
10,9983295
0,9985168
0,9987261
40,9989174
57,9991299
0,9993169
0,9995162
0,9997263
0,9999311
0,10001241
8,10003174
0,10005166
0,10007452
0,10009171
0,10011295
14,10013176
74,10015293
95,10017268
66,10019178
24,10021166
29,10023302
0,10025176
0,10027262
0,10029169
0,10031310
0,10033181
0,10035167
0,10037267
6,10039305
26,10041179
29,10043162
1,10045161
0,10047460
0,10049184
0,10051162
0,10053165
0,10055304
9,10057265
22,10059174
29,10061166
23,10063299
0,10065162
0,10067262
0,10069173
0,10071313
0,10073163
10,10075148
10,10077262
14,10079308
5,10081175
23,10083151
0,10085150
0,10087423
0,10089180
19,10091149
69,10093148
64,10095289
0,10097268
0,10099173
0,10101164
0,10103294
0,10105186
27,10107267
35,10109173
7,10111292
0,10113172
0,10115148
52,10117264
101,10119305
89,10121174
83,10123154
0,10125147
0,10127410
22,10129173
46,10131155
56,10133148
0,10135299
0,10137394
0,10139179
0,10141154
0,10143312
0,10145176
0,10147310
0,10149178
0,10151304
0,10153159
28,10155147
74,10157264
73,10159301
51,10161176
47,10163152
14,10165159
0,10167414
0,10169177
0,10171155
0,10173152
14,10175304
39,10177267
26,10179177
1,10181152
0,10183302
0,10185161
0,10187264
0,10189162
0,10191305
0,10193157
0,10195163
0,10197263
18,10199305
52,10201166
56,10203149
29,10205160
0,10207414
0,10209165
18,10211160
50,10213151
56,10215315
37,10217284
0,10219161
0,10221166
0,10223305
0,10225163
0,10227261
0,10229158
0,10231318
0,10233160
0,10235160
0,10237267
16,10239313
40,10241163
38,10243164
19,10245162
7,10247478
0,10249169
11,10251166
8,10253172
5,10255315
20,10257284
24,10259162
34,10261168
4,10263315
0,10265161
0,10267384
0,10269166
0,10271315
0,10273166
0,10275163
7,10277255
34,10279319
28,10281163
33,10283163
3,10285166
5,10287423
0,10289166
41,10291168
90,10293162
78,10295315
0,10297271
0,10299173
0,10301168
0,10303321
0,10305162
21,10307259
22,10309170
0,10311319
0,10313169
0,10315166
49,10317261
94,10319322
100,10321187
37,10323169
0,10325163
0,10327387
19,10329167
43,10331167
0,10333165
0,10335323
0,10337393
0,10339178
0,10341168
2,10343324
9,10345175
0,10347303
0,10349178
0,10351326
0,10353179
27,10355168
72,10357265
71,10359337
42,10361177
14,10363160
13,10365164
0,10367398
0,10369179
0,10371164
0,10373164
5,10375325
35,10377281
35,10379174
42,10381168
0,10383327
0,10385173
0,10387262
0,10389173
0,10391325
0,10393174
0,10395168
3,10397266
7,10399332
35,10401179
45,10403163
0,10405162
0,10407390
0,10409180
0,10411167
23,10413160
37,10415325
32,10417281
0,10419176
0,10421170
0,10423328
0,10425180
0,10427263
0,10429170
0,10431341
17,10433180
41,10435168
14,10437279
0,10439334
0,10441178
0,10443160
1,10445162
24,10447491
25,10449182
2,10451167
0,10453164
0,10455334
44,10457268
66,10459179
61,10461170
0,10463324
0,10465174
0,10467266
23,10469185
30,10471338
18,10473174
0,10475163
0,10477257
0,10479334
0,10481177
0,10483167
0,10485162
0,10487398
0,10489184
0,10491167
0,10493166
33,10495243
74,10497280
72,10499161
51,10501165
35,10503335
6,10505176
0,10507264
0,10509171
0,10511247
0,10513172
0,10515162
9,10517261
11,10519339
0,10521164
0,10523242
0,10525174
0,10527373
0,10529186
4,10531167
0,10533167
4,10535241
23,10537397
29,10539183
31,10541172
38,10543252
24,10545174
13,10547306
0,10549175
0,10551338
0,10553175
11,10555164
22,10557268
17,10559253
22,10561176
9,10563162
0,10565162
0,10567393
0,10569181
0,10571169
0,10573165
21,10575253
32,10577281
14,10579158
0,10581168
0,10583247
0,10585172
0,10587274
8,10589173
18,10591256
25,10593175
27,10595169
30,10597264
23,10599257
38,10601182
43,10603166
8,10605163
0,10607394
0,10609179
0,10611173
0,10613166
0,10615249
7,10617275
4,10619173
0,10621170
8,10623249
18,10625176
3,10627259
0,10629169
0,10631251
0,10633170
52,10635168
86,10637269
57,10639262
0,10641177
0,10643166
0,10645160
0,10647492
3,10649184
35,10651171
20,10653165
8,10655253
0,10657283
0,10659170
44,10661166
69,10663246
35,10665179
0,10667264
0,10669176
0,10671255
4,10673179
29,10675167
16,10677471
0,10679263
0,10681181
0,10683163
0,10685171
0,10687409
0,10689180
0,10691168
0,10693163
0,10695246
7,10697283
18,10699170
30,10701170
35,10703248
15,10705175
0,10707263
0,10709172
18,10711253
3,10713173
14,10715166
1,10717257
0,10719263
11,10721184
61,10723168
51,10725168
0,10727386
0,10729178
0,10731172
0,10733164
0,10735250
30,10737383
53,10739176
43,10741172
24,10743257
0,10745173
0,10747305
41,10749177
72,10751262
85,10753175
4,10755166
2,10757260
29,10759369
55,10761184
54,10763166
0,10765168
0,10767390
0,10769180
0,10771170
0,10773167
0,10775250
15,10777279
7,10779258
0,10781180
0,10783253
0,10785177
4,10787263
28,10789172
29,10791266
24,10793177
19,10795164
46,10797258
40,10799259
31,10801179
0,10803167
0,10805165
0,10807393
52,10809179
42,10811168
6,10813157
0,10815248
0,10817282
0,10819172
0,10821169
25,10823261
5,10825170
0,10827268
0,10829174
0,10831253
8,10833174
79,10835166
98,10837278
42,10839268
6,10841175
20,10843167
58,10845161
73,10847483
55,10849181
0,10851171
0,10853162
0,10855159
0,10857283
0,10859176
0,10861164
0,10863159
0,10865181
0,10867248
0,10869177
17,10871261
58,10873179
73,10875164
57,10877258
30,10879261
14,10881178
25,10883162
9,10885164
1,10887387
0,10889172
0,10891171
0,10893163
16,10895163
0,10897275
14,10899175
14,10901179
5,10903167
0,10905174
0,10907251
0,10909172
0,10911164
0,10913173
2,10915161
29,10917260
36,10919261
22,10921181
5,10923168
0,10925162
0,10927393
2,10929181
9,10931168
6,10933163
15,10935163
23,10937612
18,10939169
16,10941169
5,10943163
0,10945177
0,10947315
0,10949172
0,10951166
0,10953174
0,10955166
0,10957251
9,10959171
18,10961175
17,10963160
3,10965161
8,10967399
2,10969168
19,10971166
4,10973164
0,10975159
13,10977264
44,10979173
74,10981171
57,10983151
0,10985174
0,10987250
0,10989172
0,10991164
0,10993216
36,10995170
54,10997260
35,10999169
64,11007834
62,11008091
58,11008327
54,11008560
50,11009173
40,11011169
0,11013203
0,11015169
28,11017396
44,11019178
30,11021168
28,11023168
0,11025173
0,11027267
0,11029171
0,11031166
0,11033171
6,11035166
21,11037292
15,11039171
1,11041181
0,11043168
0,11045162
0,11047467
3,11049182
11,11051168
6,11053166
37,11055161
48,11057272
37,11059170
25,11061168
0,11063161
0,11065179
0,11067263
24,11069173
18,11071165
40,11073178
0,11075158
0,11077262
0,11079165
0,11081183
13,11083165
19,11085166
0,11087420
0,11089181
0,11091168
10,11093161
62,11095163
77,11097263
45,11099173
0,11101171
2,11103163
8,11105174
14,11107261
12,11109171
0,11111162
0,11113178
0,11115162
0,11117264
0,11119173
0,11121180
5,11123167
0,11125163
0,11127419
0,11129177
0,11131172
0,11133162
18,11135148
31,11137409
35,11139175
29,11141169
40,11143149
39,11145171
17,11147318
8,11149168
0,11151150
0,11153177
12,11155163
66,11157261
70,11159171
22,11161179
0,11163152
0,11165162
0,11167425
0,11169183
13,11171156
31,11173152
36,11175150
30,11177284
3,11179168
22,11181169
78,11183151
93,11185174
0,11187264
0,11189171
0,11191153
13,11193161
57,11195163
73,11197259
26,11199158
2,11201181
0,11203152
0,11205149
0,11207424
0,11209183
0,11211164
0,11213162
0,11215152
0,11217284
0,11219163
29,11221154
48,11223159
29,11225161
14,11227263
0,11229157
28,11231153
25,11233176
34,11235153
24,11237261
0,11239161
14,11241163
51,11243151
42,11245163
1,11247467
0,11249183
0,11251155
0,11253149
0,11255160
0,11257279
33,11259160
16,11261166
12,11263152
0,11265174
0,11267261
27,11269163
52,11271166
72,11273163
21,11275163
9,11277263
43,11279160
66,11281167
61,11283166
9,11285153
0,11287422
0,11289165
0,11291166
0,11293166
0,11295166
2,11297278
0,11299166
0,11301168
0,11303163
0,11305173
0,11307264
15,11309159
19,11311163
20,11313161
25,11315164
68,11317262
38,11319159
40,11321184
21,11323170
25,11325165
0,11327439
8,11329171
31,11331165
16,11333165
0,11335161
0,11337408
0,11339165
0,11341169
0,11343165
0,11345176
0,11347304
0,11349163
0,11351167
0,11353176
31,11355169
68,11357263
40,11359171
55,11361177
0,11363163
1,11365159
13,11367347
18,11369167
14,11371166
0,11373168
1,11375166
0,11377287
1,11379172
0,11381171
0,11383163
0,11385173
0,11387269
0,11389165
0,11391166
0,11393176
0,11395166
23,11397260
29,11399173
33,11401184
26,11403169
32,11405167
22,11407346
21,11409181
12,11411166
1,11413163
0,11415165
23,11417281
43,11419170
46,11421169
22,11423168
0,11425173
0,11427268
0,11429169
0,11431166
0,11433176
20,11435169
42,11437263
33,11439171
21,11441182
14,11443166
29,11445161
53,11447472
40,11449188
0,11451168
0,11453166
2,11455163
23,11457273
28,11459174
17,11461170
0,11463165
0,11465178
0,11467262
0,11469170
0,11471166
0,11473170
0,11475170
0,11477268
33,11479169
64,11481179
60,11483163
0,11485164
0,11487347
0,11489179
0,11491176
23,11493164
55,11495164
73,11497274
41,11499172
12,11501170
0,11503163
23,11505172
47,11507262
32,11509173
20,11511164
0,11513176
0,11515164
14,11517262
25,11519173
9,11521182
10,11523169
0,11525162
0,11527350
0,11529176
0,11531163
0,11533163
10,11535161
25,11537389
47,11539175
42,11541168
15,11543160
13,11545174
18,11547480
16,11549186
11,11551171
4,11553179
11,11555165
27,11557263
27,11559173
6,11561180
0,11563167
0,11565165
0,11567354
38,11569180
36,11571170
0,11573169
0,11575165
0,11577282
0,11579171
6,11581164
28,11583165
55,11585176
19,11587274
0,11589172
0,11591165
16,11593174
92,11595164
101,11597259
64,11599171
8,11601179
0,11603165
20,11605164
35,11607355
33,11609182
0,11611167
0,11613160
0,11615162
0,11617287
0,11619177
0,11621170
12,11623170
0,11625175
0,11627268
0,11629171
0,11631165
36,11633178
60,11635154
63,11637268
44,11639175
57,11641183
14,11643153
19,11645156
0,11647484
0,11649186
0,11651168
36,11653166
56,11655157
34,11657285
0,11659169
0,11661167
0,11663165
0,11665175
0,11667265
7,11669175
0,11671169
0,11673181
0,11675169
28,11677477
65,11679171
89,11681178
25,11683167
0,11685162
0,11687365
40,11689176
71,11691172
69,11693166
5,11695161
0,11697279
0,11699172
0,11701167
0,11703163
0,11705177
0,11707261
0,11709172
0,11711164
0,11713173
15,11715167
67,11717261
76,11719172
56,11721182
36,11723173
6,11725164
0,11727258
2,11729183
8,11731166
6,11733167
8,11735161
3,11737403
1,11739178
2,11741160
12,11743165
8,11745174
0,11747305
0,11749176
0,11751171
0,11753177
5,11755163
8,11757261
0,11759174
0,11761178
19,11763162
62,11765165
50,11767260
6,11769181
0,11771172
0,11773170
0,11775167
40,11777282
51,11779173
46,11781166
17,11783161
0,11785176
0,11787272
5,11789171
46,11791165
39,11793176
2,11795164
1,11797259
0,11799175
39,11801183
54,11803165
20,11805173
0,11807264
0,11809176
0,11811168
0,11813164
0,11815161
26,11817267
10,11819169
0,11821168
0,11823165
0,11825177
14,11827264
47,11829169
48,11831163
30,11833178
27,11835166
14,11837272
18,11839173
10,11841182
0,11843164
0,11845165
0,11847400
0,11849184
0,11851171
0,11853162
0,11855160
0,11857282
0,11859174
22,11861172
14,11863163
0,11865173
0,11867263
0,11869174
0,11871161
27,11873272
42,11875168
32,11877264
0,11879171
0,11881178
19,11883166
22,11885165
3,11887257
0,11889185
0,11891169
0,11893160
0,11895161
2,11897277
0,11899169
0,11901172
4,11903162
0,11905174
0,11907261
0,11909174
0,11911164
0,11913180
18,11915167
36,11917261
35,11919176
25,11921182
19,11923171
5,11925166
13,11927261
0,11929177
0,11931170
0,11933163
19,11935159
19,11937557
0,11939179
0,11941167
0,11943173
0,11945179
0,11947311
0,11949180
0,11951171
0,11953179
22,11955166
53,11957249
61,11959176
39,11961184
35,11963163
0,11965161
0,11967245
60,11969182
77,11971166
27,11973167
0,11975162
0,11977292
0,11979172
0,11981166
12,11983160
17,11985172
17,11987254
0,11989168
0,11991165
0,11993177
49,11995160
97,11997256
82,11999169
56,12001244
0,12003168
0,12005165
1,12007283
9,12009186
29,12011171
0,12013165
0,12015163
0,12017289
4,12019175
2,12021169
14,12023163
0,12025176
0,12027255
0,12029166
0,12031167
0,12033173
11,12035165
32,12037258
31,12039169
38,12041178
37,12043166
25,12045160
13,12047410
14,12049187
6,12051183
0,12053163
0,12055161
35,12057282
70,12059173
66,12061178
7,12063165
0,12065174
0,12067264
0,12069171
0,12071168
16,12073179
68,12075164
52,12077251
27,12079171
2,12081177
32,12083153
81,12085170
91,12087263
74,12089180
0,12091170
0,12093164
35,12095162
80,12097261
76,12099172
28,12101163
0,12103162
0,12105172
0,12107262
0,12109170
0,12111167
0,12113174
2,12115164
0,12117266
0,12119167
7,12121183
38,12123168
39,12125166
25,12127262
17,12129178
12,12131166
54,12133160
36,12135164
33,12137397
5,12139177
0,12141168
21,12143162
16,12145174
5,12147307
0,12149179
0,12151168
0,12153175
0,12155164
0,12157261
3,12159178
13,12161178
2,12163163
0,12165163
0,12167263
0,12169178
27,12171163
35,12173167
30,12175165
12,12177281
21,12179173
39,12181167
43,12183162
18,12185174
0,12187251
0,12189173
0,12191169
0,12193178
0,12195167
0,12197267
0,12199170
0,12201178
8,12203152
45,12205163
0,12207262
0,12209179
0,12211175
0,12213149
10,12215150
35,12217276
50,12219173
40,12221168
37,12223151
25,12225173
4,12227265
0,12229169
11,12231152
35,12233180
43,12235168
20,12237280
42,12239173
0,12241176
0,12243151
0,12245160
0,12247307
3,12249184
15,12251175
8,12253151
4,12255149
1,12257282
28,12259176
56,12261154
53,12263159
28,12265158
0,12267274
0,12269174
11,12271153
20,12273163
20,12275148
2,12277264
0,12279154
0,12281171
0,12283152
0,12285159
0,12287263
0,12289183
0,12291166
0,12293150
5,12295159
0,12297278
0,12299158
0,12301167
0,12303167
1,12305164
15,12307259
38,12309161
25,12311168
32,12313160
36,12315165
18,12317281
0,12319160
1,12321163
26,12323154
36,12325162
37,12327263
0,12329165
0,12331166
0,12333153
0,12335164
0,12337406
25,12339165
43,12341165
23,12343164
0,12345171
0,12347306
16,12349159
72,12351166
82,12353174
33,12355166
47,12357264
0,12359156
16,12361167
37,12363167
36,12365164
7,12367262
0,12369167
0,12371171
0,12373165
0,12375171
0,12377280
0,12379158
0,12381164
0,12383165
0,12385163
0,12387259
5,12389169
20,12391165
21,12393172
30,12395162
6,12397255
18,12399169
39,12401168
29,12403165
11,12405165
0,12407261
2,12409191
25,12411172
49,12413163
41,12415159
0,12417275
0,12419171
0,12421169
0,12423168
0,12425176
23,12427256
17,12429170
10,12431167
0,12433178
0,12435164
31,12437267
69,12439171
64,12441180
10,12443162
7,12445163
3,12447300
39,12449173
54,12451171
39,12453167
31,12455163
0,12457278
0,12459172
0,12461168
0,12463163
0,12465171
0,12467263
0,12469171
0,12471169
0,12473178
0,12475163
27,12477265
37,12479168
32,12481174
21,12483175
18,12485167
9,12487262
39,12489183
18,12491172
0,12493163
0,12495164
41,12497281
84,12499171
56,12501168
0,12503164
0,12505174
0,12507261
0,12509171
0,12511162
32,12513172
33,12515163
14,12517261
0,12519172
0,12521185
32,12523173
87,12525160
40,12527263
61,12529180
0,12531169
16,12533162
72,12535164
91,12537388
57,12539176
0,12541167
0,12543163
0,12545175
0,12547306
0,12549177
0,12551168
0,12553174
0,12555166
0,12557275
0,12559173
30,12561178
64,12563163
55,12565159
31,12567259
15,12569178
7,12571170
18,12573173
17,12575164
16,12577278
12,12579166
0,12581170
0,12583161
0,12585175
0,12587271
0,12589172
3,12591177
0,12593179
0,12595165
0,12597261
20,12599171
2,12601184
0,12603168
0,12605164
0,12607260
18,12609183
76,12611173
83,12613164
30,12615158
0,12617279
0,12619174
0,12621169
14,12623165
38,12625183
34,12627274
7,12629166
0,12631165
0,12633174
17,12635165
65,12637264
61,12639174
52,12641184
0,12643170
0,12645161
37,12647313
60,12649182
36,12651172
0,12653164
0,12655164
0,12657284
0,12659170
0,12661170
19,12663161
0,12665171
3,12667274
0,12669169
0,12671168
36,12673180
77,12675165
70,12677477
42,12679172
7,12681181
7,12683168
3,12685167
0,12687275
0,12689181
0,12691171
0,12693163
0,12695164
0,12697276
0,12699183
0,12701173
0,12703165
4,12705176
0,12707266
21,12709173
0,12711168
4,12713174
6,12715161
13,12717265
26,12719175
28,12721177
19,12723168
0,12725161
0,12727262
0,12729179
0,12731169
4,12733162
16,12735165
20,12737398
2,12739165
0,12741166
0,12743164
0,12745174
12,12747320
41,12749175
10,12751166
0,12753175
0,12755168
0,12757259
7,12759173
14,12761182
15,12763165
7,12765161
6,12767265
21,12769184
24,12771172
9,12773181
0,12775171
0,12777284
26,12779171
55,12781166
39,12783165
0,12785177
0,12787261
0,12789169
0,12791167
13,12793177
39,12795164
33,12797257
11,12799167
0,12801180
0,12803168
29,12805164
61,12807262
38,12809187
38,12811171
0,12813164
0,12815162
35,12817280
48,12819172
25,12821170
0,12823164
0,12825176
0,12827265
0,12829178
0,12831172
7,12833173
0,12835166
0,12837289
0,12839170
0,12841188
8,12843168
31,12845161
34,12847302
27,12849179
20,12851169
40,12853162
28,12855160
21,12857284
4,12859173
2,12861167
0,12863163
9,12865174
20,12867261
6,12869172
0,12871166
0,12873174
0,12875169
0,12877260
8,12879167
8,12881184
6,12883167
4,12885152
6,12887263
6,12889181
17,12891170
32,12893164
6,12895163
10,12897263
23,12899169
0,12901169
3,12903164
4,12905175
1,12907260
0,12909172
0,12911165
0,12913176
8,12915174
13,12917265
0,12919173
0,12921182
0,12923172
10,12925162
41,12927261
43,12929177
4,12931169
0,12933163
0,12935164
0,12937558
7,12939182
41,12941174
47,12943166
25,12945178
4,12947310
0,12949175
17,12951165
53,12953179
52,12955167
9,12957264
0,12959176
0,12961180
0,12963162
0,12965158
0,12967265
0,12969182
0,12971171
0,12973164
0,12975162
8,12977271
0,12979168
0,12981165
3,12983159
15,12985177
17,12987251
9,12989164
0,12991171
0,12993244
8,12995172
23,12997269
14,12999167
17,13001243
19,13003175
14,13005166
14,13007281
6,13009187
0,13011176
0,13013158
19,13015162
39,13017283
35,13019174
0,13021165
0,13023163
0,13025179
0,13027255
0,13029168
28,13031167
48,13033175
40,13035166
14,13037255
0,13039172
23,13041188
73,13043162
76,13045162
35,13047334
2,13049179
0,13051171
4,13053168
28,13055163
27,13057282
15,13059162
0,13061166
0,13063158
0,13065178
0,13067250
0,13069172
0,13071167
0,13073182
0,13075161
0,13077259
2,13079170
14,13081179
23,13083167
22,13085172
21,13087278
25,13089184
29,13091158
14,13093162
33,13095164
24,13097280
0,13099171
0,13101170
0,13103163
51,13105176
64,13107260
18,13109173
0,13111153
0,13113172
0,13115160
0,13117263
32,13119167
40,13121179
43,13123153
19,13125159
0,13127261
10,13129179
70,13131164
111,13133167
113,13135164
17,13137390
0,13139175
23,13141168
68,13143162
70,13145174
28,13147303
0,13149177
0,13151168
0,13153175
0,13155166
0,13157259
0,13159172
0,13161178
0,13163162
0,13165162
0,13167264
37,13169183
62,13171171
58,13173164
41,13175161
0,13177256
17,13179171
32,13181169
19,13183162
0,13185176
0,13187267
42,13189170
48,13191168
22,13193175
0,13195163
0,13197261
0,13199167
0,13201182
3,13203168
13,13205160
0,13207265
0,13209181
0,13211167
6,13213159
50,13215160
66,13217280
20,13219175
0,13221167
6,13223165
52,13225178
76,13227263
75,13229171
20,13231166
0,13233176
0,13235163
0,13237268
0,13239172
0,13241184
0,13243157
0,13245150
0,13247314
0,13249180
2,13251155
42,13253163
55,13255149
40,13257272
24,13259170
33,13261182
14,13263147
8,13265171
18,13267264
11,13269171
34,13271171
41,13273180
17,13275166
0,13277261
0,13279167
0,13281180
0,13283168
1,13285149
8,13287266
0,13289182
0,13291167
0,13293152
14,13295148
49,13297264
40,13299171
0,13301153
0,13303149
6,13305172
54,13307263
73,13309175
60,13311158
3,13313167
0,13315157
0,13317262
0,13319160
0,13321177
0,13323155
0,13325152
0,13327258
0,13329181
0,13331159
14,13333149
49,13335162
46,13337406
28,13339173
15,13341182
10,13343169
6,13345161
0,13347312
0,13349160
1,13351153
14,13353163
1,13355167
0,13357263
0,13359161
0,13361177
0,13363163
0,13365148
28,13367260
11,13369179
0,13371155
0,13373162
0,13375152
23,13377286
37,13379160
26,13381152
0,13383164
0,13385162
0,13387262
20,13389162
32,13391165
20,13393172
8,13395161
0,13397260
3,13399172
0,13401178
0,13403155
0,13405164
0,13407262
0,13409170
0,13411166
0,13413162
0,13415160
4,13417279
22,13419161
21,13421159
24,13423165
6,13425160
0,13427260
14,13429172
10,13431168
0,13433162
0,13435162
0,13437278
43,13439170
71,13441180
51,13443168
0,13445163
0,13447299
0,13449168
0,13451171
0,13453167
57,13455161
54,13457289
30,13459173
0,13461167
0,13463162
39,13465169
66,13467261
60,13469172
24,13471166
0,13473168
4,13475167
51,13477264
61,13479172
34,13481174
0,13483171
0,13485165
0,13487263
0,13489179
0,13491171
0,13493166
8,13495163
19,13497273
0,13499170
0,13501168
16,13503167
29,13505178
20,13507264
14,13509171
9,13511167
0,13513178
38,13515165
38,13517260
2,13519174
0,13521178
7,13523170
36,13525165
36,13527261
22,13529174
0,13531167
0,13533164
0,13535162
0,13537398
20,13539181
28,13541157
16,13543166
0,13545174
0,13547303
0,13549174
37,13551167
56,13553177
27,13555163
24,13557263
12,13559173
51,13561180
79,13563165
64,13565163
4,13567261
0,13569187
0,13571156
0,13573167
0,13575163
0,13577283
0,13579169
0,13581166
0,13583160
0,13585177
0,13587273
23,13589174
40,13591171
32,13593178
29,13595166
42,13597276
18,13599173
27,13601177
12,13603171
0,13605167
0,13607264
8,13609179
0,13611173
0,13613162
0,13615163
0,13617277
0,13619175
0,13621169
18,13623168
0,13625179
0,13627264
0,13629172
0,13631161
0,13633178
35,13635166
43,13637261
37,13639160
9,13641179
4,13643169
17,13645163
20,13647314
14,13649178
0,13651170
0,13653166
5,13655164
10,13657283
12,13659172
0,13661167
0,13663167
0,13665178
0,13667264
0,13669171
0,13671166
0,13673181
0,13675167
13,13677479
22,13679175
26,13681181
23,13683166
9,13685166
20,13687269
17,13689185
19,13691169
0,13693167
0,13695163
64,13697276
81,13699173
45,13701168
0,13703162
0,13705174
0,13707275
0,13709163
0,13711161
34,13713174
57,13715167
35,13717267
0,13719173
1,13721179
54,13723172
89,13725163
58,13727262
24,13729182
0,13731162
0,13733166
44,13735162
72,13737395
86,13739178
7,13741170
0,13743165
0,13745177
0,13747304
0,13749177
0,13751166
0,13753179
0,13755166
0,13757263
0,13759173
14,13761180
39,13763169
31,13765151
18,13767263
7,13769184
5,13771170
20,13773173
28,13775166
22,13777265
13,13779171
19,13781167
22,13783162
0,13785178
2,13787268
0,13789174
0,13791167
0,13793179
0,13795163
8,13797259
4,13799173
0,13801176
23,13803168
16,13805163
3,13807261
0,13809182
0,13811166
3,13813162
93,13815163
110,13817281
60,13819168
0,13821166
0,13823167
0,13825179
0,13827276
13,13829173
28,13831164
11,13833171
2,13835165
0,13837275
0,13839173
60,13841182
99,13843170
99,13845165
0,13847298
0,13849180
0,13851168
39,13853178
73,13855166
34,13857283
0,13859173
0,13861167
0,13863164
0,13865174
0,13867261
2,13869171
0,13871169
0,13873176
0,13875163
9,13877261
45,13879170
67,13881174
52,13883164
17,13885162
20,13887262
0,13889184
4,13891158
0,13893164
0,13895164
14,13897277
48,13899170
65,13901167
31,13903167
0,13905174
0,13907278
0,13909173
0,13911167
25,13913175
26,13915165
15,13917260
0,13919174
0,13921174
18,13923168
37,13925164
45,13927251
19,13929186
0,13931168
0,13933163
58,13935165
93,13937554
84,13939168
0,13941171
0,13943167
0,13945175
0,13947312
0,13949176
0,13951166
0,13953183
0,13955166
0,13957264
0,13959171
26,13961179
66,13963167
58,13965161
25,13967263
11,13969180
0,13971167
1,13973171
16,13975163
26,13977278
20,13979171
6,13981164
0,13983162
0,13985172
0,13987262
0,13989158
0,13991166
0,13993181
0,13995168
6,13997246
4,13999177
8,14001238
4,14003176
0,14005169
0,14007280
1,14009184
7,14011174
0,14013167
0,14015155
0,14017280
10,14019175
20,14021164
23,14023163
0,14025177
0,14027264
0,14029174
1,14031161
16,14033188
5,14035170
0,14037265
0,14039175
37,14041182
78,14043170
50,14045161
0,14047332
0,14049180
0,14051170
0,14053166
11,14055162
59,14057286
86,14059177
55,14061159
20,14063164
0,14065176
25,14067249
90,14069169
89,14071163
44,14073180
0,14075162
15,14077249
38,14079169
67,14081180
67,14083164
0,14085162
0,14087274
0,14089185
0,14091166
0,14093165
1,14095164
16,14097274
15,14099175
0,14101164
5,14103162
1,14105173
28,14107257
41,14109186
38,14111164
25,14113173
18,14115163
39,14117249
40,14119172
13,14121174
17,14123168
0,14125166
10,14127254
29,14129183
5,14131166
0,14133164
0,14135163
0,14137396
0,14139176
20,14141177
21,14143172
0,14145174
0,14147309
