distance (mm),t1,t2,t3
6.208,4.395951416,2.469594775,0.824468952
6.218,4.358594883,2.469238319,0.841865218
6.228,4.321380932,2.474585151,0.867674433
6.238,4.283881816,2.478862617,0.887779954
6.248,4.250018547,2.476224846,0.903465112
6.258,4.22086049,2.474014822,0.915086388
6.268,4.191773723,2.476010973,0.914516019
6.278,4.164326652,2.471020596,0.847497616
6.288,4.139089605,2.453910734,0.793455116
6.298,4.116490329,2.439224769,0.792528266
6.308,4.091395864,2.433093735,0.813204156
6.318,4.065802361,2.431810495,0.834022639
6.328,4.039424656,2.431168875,0.852060571
6.338,4.015470849,2.43537505,0.859546669
6.348,3.988095069,2.44649646,0.850135574
6.358,3.962929313,2.46082597,0.831384681
6.368,3.93990229,2.469024446,0.828105057
6.378,3.91844367,2.474870315,0.82767728
6.388,3.89235113,2.482284589,0.802723619
6.398,3.864191148,2.486633346,0.789890308
6.408,3.837314406,2.487702712,0.790817158
6.418,3.81542804,2.490126609,0.792029193
6.428,3.792187144,2.484993651,0.785612537
6.438,3.768447209,2.466600549,0.773135707
6.448,3.746560844,2.446068714,0.768715344
6.458,3.727882577,2.434305683,0.763225539
6.468,3.707279451,2.427390447,0.765293128
6.478,3.684680174,2.422328779,0.785398649
6.488,3.663720593,2.415912581,0.798944922
6.498,3.643260049,2.412704482,0.792528266
6.508,3.620589481,2.413631266,0.793669005
6.518,3.5964218,2.413987721,0.816198596
6.528,3.572967031,2.412704482,0.832382827
6.538,3.555001675,2.413132228,0.828818018
6.548,3.532473689,2.416625492,0.835733747
6.558,3.506595023,2.421615869,0.86475129
6.568,3.483924455,2.423825892,0.89455309
6.578,3.465460061,2.426677536,0.917724347
6.588,3.444785644,2.432024368,0.907671586
6.598,3.424253809,2.434662139,0.86717536
6.608,3.405931998,2.432095659,0.864038328
6.618,3.387182441,2.431525331,0.88057904
6.628,3.363299924,2.432452115,0.889562358
6.638,3.339773863,2.430955002,0.899044749
6.648,3.318814282,2.428174649,0.917653051
6.658,3.296215005,2.429172724,0.943248377
6.668,3.275968335,2.433877937,0.965207599
6.678,3.256078119,2.440151553,0.968986296
6.688,3.236401778,2.444143854,0.959004831
6.698,3.21893546,2.452627494,0.944246523
6.708,3.20068494,2.461325008,0.931199324
6.718,3.182577002,2.467812497,0.915015092
6.728,3.164540355,2.471519634,0.882717926
6.738,3.149497935,2.476795175,0.851846682
6.748,3.133600021,2.483710411,0.849066132
6.758,3.116775323,2.493263418,0.874162385
6.768,3.099451587,2.499750907,0.897476234
6.778,3.083411091,2.505881941,0.899757711
6.788,3.061809889,2.513866544,0.876657751
6.798,3.03835512,2.522136311,0.850420759
6.808,3.018251031,2.528338636,0.829744869
6.818,3.001283751,2.532402228,0.815200449
6.828,2.982391611,2.536251947,0.821688401
6.838,2.967064026,2.540529413,0.834022639
6.848,2.955871324,2.544165258,0.837658744
6.858,2.950096746,2.551151786,0.851490202
6.868,2.940329866,2.561560285,0.882646629
6.878,2.923505168,2.569188432,0.920362305
6.888,2.903044624,2.571255874,0.963425194
6.898,2.882726662,2.578527566,1.012263073
6.908,2.859414475,2.591146089,1.06915742
6.918,2.833464516,2.601697171,1.126336951
6.928,2.804876788,2.607186585,1.184015555
6.938,2.76131793,2.611963089,1.252245993
6.948,2.704997966,2.619163489,1.323043094
6.958,2.654381289,2.625151941,1.375588374
6.968,2.621230931,2.626221307,1.393341121
6.978,2.601483298,2.62964328,1.415585527
6.988,2.587153788,2.637271427,1.470269692
6.998,2.576317542,2.645683776,1.520034422
7.008,2.565837751,2.650175115,1.535077914
7.018,2.552292443,2.656876478,1.557678801
7.028,2.533329012,2.666572066,1.588835229
7.038,2.513367506,2.675626035,1.591330595
7.048,2.493691164,2.682042234,1.610152785
7.058,2.477080339,2.694233011,1.638671254
7.068,2.462964703,2.712055784,1.601454652
7.078,2.447708409,2.726100129,1.444888255
7.088,2.430598546,2.735795718,1.31063756
7.098,2.416696783,2.746418091,1.207044219
7.108,2.402224691,2.75939307,1.12840454
7.118,2.386255486,2.769587697,1.115713821
7.128,2.371925976,2.774791946,1.140239705
7.138,2.361374894,2.777786172,1.163696146
7.148,2.350396066,2.779140703,1.18094982
7.158,2.339060782,2.782491384,1.1775989
7.168,2.330505851,2.782420093,1.135462861
7.178,2.324517399,2.784273662,1.034293591
7.188,2.315534721,2.789477912,0.926921553
7.198,2.303771691,2.79717735,0.862255924
7.208,2.293434482,2.803094511,0.838086521
7.218,2.284879551,2.809938456,0.847497616
7.228,2.273972014,2.819776626,0.851775386
7.238,2.262494148,2.829187051,0.812633787
7.248,2.253368888,2.82911576,0.762869058
7.258,2.24181973,2.826977027,0.730571891
7.268,2.223783084,2.822129233,0.719021911
7.278,2.205817728,2.814073339,0.725295974
7.288,2.193056622,2.80045674,0.743547795
7.298,2.181008428,2.789264038,0.760159803
7.308,2.168532486,2.784986573,0.773064411
7.318,2.156626873,2.783632042,0.798731033
7.328,2.144150932,2.779853614,0.83922726
7.338,2.131888864,2.776716806,0.884571626
7.348,2.118985176,2.77308096,0.934051171
7.358,2.108505385,2.766807344,0.97169555
7.368,2.097954303,2.754973022,0.975117767
7.378,2.087403222,2.74370903,0.958006685
7.388,2.077351177,2.732730201,0.970269627
7.398,2.071077561,2.711841911,1.001639943
7.408,2.0683685,2.684893877,1.035576922
7.418,2.07100627,2.656591313,1.058391697
7.428,2.071362725,2.632851379,1.06338243
7.438,2.068297208,2.609111445,1.0527593
7.448,2.062023592,2.585799257,1.021317687
7.458,2.057104507,2.569758761,0.970839996
7.468,2.050545726,2.562059323,0.963211306
7.478,2.037998494,2.557354111,0.967774261
7.488,2.020318302,2.555001505,0.985170527
7.498,2.005632337,2.557354111,1.02424083
7.508,1.993940598,2.566122915,1.066091684
7.518,1.984102427,2.5742501,1.093968488
7.528,1.975262331,2.577101744,1.075288891
7.538,1.970984866,2.579810805,1.01418807
7.548,1.964782541,2.584587309,1.021745464
7.558,1.956512774,2.585228928,1.084343505
7.568,1.951950144,2.57688787,1.140239705
7.578,1.950524322,2.570828127,1.177884084
7.588,1.946674603,2.567334864,1.211892359
7.598,1.945320072,2.558352186,1.245116376
7.608,1.942753593,2.544022676,1.291316297
7.618,1.941755517,2.53054866,1.343148615
7.628,1.940258404,2.519213376,1.384642988
7.638,1.941470353,2.506808725,1.424925326
7.648,1.944607161,2.493976329,1.449807691
7.658,1.948528171,2.483567829,1.412234607
7.668,1.949383664,2.474799024,1.371239307
7.678,1.950025284,2.464390525,1.371096715
7.688,1.951593688,2.450274888,1.392628159
7.698,1.955158243,2.436515707,1.425424399
7.708,1.9562989,2.426463663,1.468202103
7.718,1.955015661,2.415698708,1.486952997
7.728,1.955443407,2.401226616,1.447241028
7.738,1.957368267,2.388322928,1.34436065
7.748,1.957368267,2.37741539,1.286396861
7.758,1.958081178,2.366864309,1.293098701
7.768,1.961146695,2.352819963,1.313132926
7.778,1.963998338,2.341413388,1.334949555
7.788,1.965067705,2.334712025,1.375517078
7.798,1.965780616,2.329080029,1.425994769
7.808,1.96606578,2.319669605,1.470840062
7.818,1.965352869,2.308120447,1.498146496
7.828,1.962429934,2.299280352,1.515043689
7.838,1.960006037,2.291509623,1.538072353
7.848,1.957796013,2.274756216,1.574932475
7.858,1.956441483,2.261282199,1.622415727
7.868,1.952092726,2.25415309,1.68515636
7.878,1.9490985,2.249234004,1.677385077
7.888,1.946246856,2.237684847,1.305860716
7.898,1.945605236,2.22877346,0.958862239
7.908,1.942183264,2.223783084,0.864537401
7.918,1.939046456,2.218792707,0.828176353
7.928,1.937050305,2.207314841,0.778269031
7.938,1.935624483,2.20075606,0.73171263
7.948,1.931418309,2.202823502,0.716027472
7.958,1.927711172,2.204677071,0.731427445
7.968,1.926855679,2.200684769,0.751889447
7.978,1.923861453,2.198403454,0.775060703
7.988,1.916874926,2.20075606,0.795522705
7.998,1.907464501,2.20004315,0.8198347
8.008,1.894133067,2.195551811,0.829103203
8.018,1.871961537,2.191702092,0.809924532
8.028,1.837670521,2.190989181,0.770996822
8.038,1.79981495,2.188422701,0.747896861
8.048,1.767448793,2.180865845,0.747112603
8.058,1.743281113,2.173808027,
8.068,1.722178949,2.168960233,
8.078,1.705425542,2.162472743,
8.088,1.694589296,2.153561356,
8.098,1.687175022,2.146218374,
8.108,1.678905255,2.139873466,
8.118,1.665858985,2.133457268,
8.128,1.654808865,2.126613323,
8.138,1.648463958,2.123333933,
8.148,1.636415763,2.121694238,
8.158,1.621302051,2.118628721,
8.168,1.607899326,2.113495762,
8.178,1.599629559,2.109218296,
8.188,1.590646881,2.1107867,
8.198,1.583945518,2.111285738,
8.208,1.58145033,2.107293437,
8.218,1.580666128,2.105154704,
8.228,1.577315447,2.105439868,
8.238,1.570970539,2.105012122,
8.248,1.565908872,2.099451416,
8.258,1.561702697,2.095031369,
8.268,1.556070701,2.093962002,
8.278,1.550723869,2.092607471,
8.288,1.545519619,2.085478362,
8.298,1.540814407,2.079917657,
8.308,1.535610157,2.077636342,
8.318,1.529550414,2.075996647,
8.328,1.526199732,2.071434017,
8.338,1.524987784,2.069295284,
8.348,1.521209356,2.071362725,
8.358,1.516646726,2.07100627,
8.368,1.510230528,2.065302983,
8.378,1.502032052,2.064590072,
8.388,1.493120665,2.066942678,
8.398,1.484423152,2.065588147,
8.408,1.475939511,2.055678685,
8.418,1.469665895,2.047195045,
8.428,1.46474681,2.044557274,
8.438,1.460112889,2.045270185,
8.448,1.455764132,2.041064011,
8.458,1.45305507,2.039353024,
8.468,1.448278567,2.041206593,
8.478,1.442076242,2.041349175,
8.488,1.440080091,2.035075559,
8.498,1.439652345,2.029229689,
8.508,1.439794927,2.025308679,
8.518,1.440935585,2.019248936,
8.528,1.442147533,2.005275882,
8.538,1.442147533,1.989948297,
8.548,1.439010725,1.978256557,
8.558,1.436800701,1.96342801,
8.568,1.437157157,1.942397137,
8.578,1.437727485,1.922435631,
8.588,1.435945208,1.903400909,
8.598,1.434947133,1.880302595,
8.608,1.436230372,1.851714866,
8.618,1.436301663,1.826406528,
8.628,1.434305513,1.804591453,
8.638,1.430954831,1.784416074,
8.648,1.430099338,1.762173252,
8.658,1.429671592,1.741570126,
8.668,1.428958681,1.725458339,
8.678,1.42824577,1.708348477,
8.688,1.428744807,1.688957299,
8.698,1.429742883,1.671847437,
8.708,1.428744807,1.658302129,
8.718,1.429172554,1.645826188,
8.728,1.430669667,1.630569894,
8.738,1.434020348,1.616382966,
8.748,1.434020348,1.605190264,
8.758,1.43345002,1.592286576,
8.768,1.431168705,1.575248005,
8.778,1.429243845,1.558494598,
8.788,1.428103188,1.543808633,
8.798,1.425536708,1.531403982,
8.808,1.425394126,1.519141914,
8.818,1.427176403,1.506523391,
8.828,1.427532859,1.496827802,
8.838,1.427105112,1.487987706,
8.848,1.428602225,1.476438549,
8.858,1.431952907,1.469095566,
8.868,1.43216678,1.461538711,
8.878,1.432665818,1.452270868,
8.888,1.43409164,1.438155232,
8.898,1.437727485,1.424467342,
8.908,1.439723636,1.412846894,
8.918,1.441363331,1.402866141,
8.928,1.445284341,1.388322757,
8.938,1.450488591,1.373779374,
8.948,1.45369669,1.358380498,
8.958,1.456049296,1.337706081,
8.968,1.460968382,1.315035513,
8.978,1.467241998,1.295858209,
8.988,1.471733337,1.282669357,
8.998,1.476082094,1.274470881,
9.008,1.481785381,1.267341772,
9.018,1.487060922,1.261709775,
9.028,1.490625477,1.256576816,
9.038,1.493619703,1.250730947,
9.048,1.494546487,1.244029584,
9.058,1.494974233,1.239965992,
9.068,1.494974233,1.234262704,
9.078,1.495829727,1.227917797,
9.088,1.496756511,1.22093127,
9.098,1.497825877,1.215584438,
9.108,1.498610079,1.211520845,
9.118,1.499893319,1.208526619,
9.128,1.501533014,1.200399435,
9.138,1.50581048,1.192985161,
9.148,1.507236302,1.185998634,
9.158,1.510159236,1.179439853,
9.168,1.514650575,1.173237528,
9.178,1.520924192,1.16617971,
9.188,1.524987784,1.16297161,
9.198,1.527625554,1.157909943,
9.208,1.531332691,1.148784683,
9.218,1.536750814,1.133385807,
9.228,1.540956989,1.11534916,
9.238,1.543380886,1.093890541,
9.248,1.547800934,1.070507062,
9.258,1.553147766,1.051115885,
9.268,1.557924269,1.037998323,
9.278,1.560063002,1.029372101,
9.288,1.565623707,1.023027194,
9.298,1.573964765,1.018535855,
9.308,1.58016709,1.014044516,
9.318,1.58601296,1.007414444,
9.328,1.594354018,0.997504982,
9.338,1.601910874,0.98823714,
9.348,1.607400288,0.978612842,
9.358,1.610251932,0.969701456,
9.368,1.616454257,0.962501055,
9.378,1.624795315,0.956797768,
9.388,1.630926349,0.951664809,
9.398,1.637057383,0.946175395,
9.408,1.642689379,0.941684056,
9.418,1.651244311,0.937335299,
9.428,1.657803091,0.934982693,
9.438,1.665502529,0.934198491,
9.448,1.673772296,0.930491354,
9.458,1.683325303,0.923861282,
9.468,1.690454412,0.918015413,
9.478,1.697013193,0.91395182,
9.488,1.704926504,0.90675142,
9.498,1.7137666,0.90090555,
9.508,1.72032538,0.901048132,
9.518,1.726598997,0.902331372,
9.528,1.734298435,0.900050057,
9.538,1.746061465,0.896770667,
9.548,1.756683838,0.892635783,
9.558,1.76787654,0.885435383,
9.568,1.780780228,0.876809161,
9.578,1.795751358,0.868610685,
9.588,1.806658895,0.861980613,
9.598,1.815926737,0.857417983,
9.607,1.824838124,0.8532831,
9.618,1.83631599,0.851286949,
9.628,1.845084794,0.854281175,
9.637,1.85456651,0.854922795,
9.647,1.862978859,0.850360165,
9.657,1.874028978,0.841163614,
9.667,1.883510694,0.831753189,
9.677,1.893634029,0.824766662,
9.687,1.903187036,0.820417906,
9.697,1.914237155,0.814500745,
9.707,1.922435631,0.808797457,
9.717,1.930776689,0.805589358,
9.727,1.939759367,0.80181093,
9.737,1.950096575,0.798460249,
9.747,1.957083102,0.794966985,
9.757,1.963499301,0.792471797,
9.767,1.972125523,0.790546937,
9.777,1.982106276,0.790832102,
9.787,1.989948297,0.794040201,
9.797,1.995722875,0.795893769,
9.807,2.000713252,0.793184708,
9.817,2.009125601,0.7900479,
9.827,2.013688231,0.78876466,
9.837,2.014686306,0.78940628,
9.847,2.013759522,0.786697218,
9.857,2.014329851,0.786697218,
9.867,2.014757597,0.786697218,
9.877,2.013830813,0.787837876,
9.887,2.017751823,0.785128814,
9.897,2.024952224,0.781706842,
9.907,2.03058422,0.780993931,
9.917,2.034291357,0.779710691,
9.927,2.040208518,0.775504517,
9.937,2.049119904,0.772652873,
9.947,2.055607394,0.771939962,
9.957,2.061453263,0.770656722,
9.967,2.068796246,0.768589281,
9.977,2.078135379,0.768589281,
9.987,2.084480287,0.767306041,
9.997,2.09118165,0.766450548,
10.007,2.098881088,0.761959209,
10.017,2.108434094,0.738789603,
10.027,2.116703861,0.677693136,
10.037,2.122763604,0.621159299,
10.047,2.128253018,0.579667882,
10.057,2.137734734,,
10.067,2.146075792,,
10.077,2.151565206,,
10.087,2.157339784,,
10.097,2.16746312,,
10.107,2.175804178,,
10.117,2.183004578,,
10.127,2.19027627,,
10.137,2.199330239,,
10.147,2.207528714,,
10.157,2.214515242,,
10.167,2.221644351,,
10.177,2.233193508,,
10.187,2.242390059,,
10.197,2.248449802,,
10.207,2.256719569,,
10.217,2.270051003,,
10.227,2.279817883,,
10.237,2.288586688,,
10.247,2.298781314,,
10.257,2.310972091,,
10.267,2.320239933,,
10.277,2.328295827,,
10.287,2.337563669,,
10.297,2.349897028,,
10.307,2.36237297,,
10.317,2.372710178,,
10.327,2.383475133,,
10.337,2.396521404,,
10.347,2.407143777,,
10.357,2.417195821,,
10.367,2.43081242,,
10.377,2.445498385,,
10.387,2.457475289,,
10.397,2.467242168,,
10.407,2.477365504,,
10.417,2.491409849,,
10.427,2.50188964,,
10.437,2.511442646,,
10.447,2.519355958,,
10.457,2.530049622,,
10.467,2.538675844,,
10.477,2.547159484,,
10.487,2.556783782,,
10.497,2.568546812,,
10.507,2.577244326,,
10.517,2.583232778,,
10.527,2.592144164,,
10.537,2.605475599,,
10.547,2.615456352,,
10.557,2.622371588,,
10.567,2.628716496,,
10.577,2.638697249,,
10.587,2.646753142,,
10.597,2.65245643,,
10.607,2.660013286,,
10.617,2.668211761,,
10.627,2.6727031,,
10.637,2.676410237,,
10.647,2.681614487,,
10.657,2.688886179,,
10.667,2.693947846,,
10.677,2.695658832,,
10.687,2.698581767,,
10.697,2.700150171,,
10.707,2.697155945,,
10.717,2.694945922,,
10.727,2.695231086,,
10.737,2.698367894,,
10.747,2.699080805,,
10.757,2.698154021,,
10.767,2.693306226,,
10.777,2.689171343,,
10.787,2.687745521,,
10.797,2.686818737,,
10.807,2.687103901,,
10.817,2.69223686,,
10.827,2.696514326,,
10.837,2.696585617,,
10.847,2.697227236,,
10.857,2.701290829,,
10.867,2.701504702,,
10.877,2.701932449,,
10.887,2.704142473,,
10.897,2.70920414,,
10.907,2.712911277,,
10.917,2.713339024,,
10.927,2.714051935,,
10.937,2.715834212,,
10.947,2.716119376,,
10.957,2.713980644,,
10.967,2.712412239,,
10.977,2.714550972,,
10.987,2.714622263,,
10.997,2.711699329,,
11.007,2.711414164,,
11.017,2.713552897,,
11.027,2.713624188,,
11.037,2.713838061,,
11.047,2.714194517,,
11.057,2.715335174,,
11.067,2.716261958,,
11.077,2.717260034,,
11.087,2.717901654,,
11.097,2.720325551,,
11.107,2.721038462,,
11.117,2.719113602,,
11.127,2.718828438,,
11.137,2.725102054,,
11.147,2.73002114,,
11.157,2.729735975,,
11.167,2.731233088,,
11.177,2.735581845,,
11.187,2.738148324,,
11.197,2.73985931,,
11.207,2.742283208,,
11.217,2.746631964,,
11.227,2.74962619,,
11.237,2.750125228,,
11.247,2.75283429,,
11.257,2.756541426,,
11.267,2.758965324,,
11.277,2.759892108,,
11.287,2.761674385,,
11.297,2.76723509,,
11.307,2.768732203,,
11.317,2.767662837,,
11.327,2.770371899,,
11.337,2.773865162,,
11.347,2.776075186,,
11.357,2.777144552,,
11.367,2.779211994,,
11.377,2.781208145,,
11.387,2.783204295,,
11.397,2.784416244,,
11.407,2.784344953,,
11.417,2.787766925,,
11.427,2.787838217,,
11.437,2.786198521,,
11.447,2.783917206,,
11.457,2.784843991,,
11.467,2.783275587,,
11.477,2.779711032,,
11.487,2.775861313,,
11.497,2.772225467,,
11.507,2.763456662,,
11.517,2.753048163,,
11.527,2.743922903,,
11.537,2.736865085,,
11.547,2.724389143,,
11.557,2.709631887,,
11.567,2.696870781,,
11.577,2.690098127,,
11.587,2.68182836,,
11.597,2.672631809,,
11.607,2.665074953,,
11.617,2.659514248,,
11.627,2.651529645,,
11.637,2.643616334,,
11.647,2.640693399,,
11.657,2.639196286,,
11.667,2.635774314,,
11.677,2.632067177,,
11.687,2.629785862,,
11.697,2.629928444,,
11.707,2.628502622,,
11.717,2.62508065,,
11.727,2.62051802,,
11.737,2.619805109,,
11.747,2.622656753,,
11.757,2.624795485,,
11.767,2.6270768,,
11.777,2.631853304,,
11.787,2.635560441,,
11.797,2.636487225,,
11.807,2.638839831,,
11.817,2.643687625,,
11.827,2.64596894,,
11.837,2.64725218,,
11.847,2.648678002,,
11.857,2.655450656,,
11.867,2.65965683,,
11.877,2.661011361,,
11.887,2.662508474,,
11.897,2.667784015,,
11.907,2.669067255,,
11.917,2.668425635,,
11.927,2.668354344,,
11.937,2.671633734,,
11.947,2.670778241,,
11.957,2.66814047,,
11.967,2.665360118,,
11.977,2.665716573,,
11.987,2.664718498,,
11.997,2.662864929,,
12.007,2.66094007,,
12.017,2.660013286,,
12.027,2.658088426,,
12.037,2.656733895,,
12.047,2.656805186,,
12.057,2.658444882,,
12.067,2.659229084,,
12.077,2.656092275,,
12.087,2.65445258,,
12.097,2.654096125,,
12.107,2.652884176,,
12.117,2.650103824,,
12.127,2.648392837,,
12.137,2.651387063,,
12.147,2.649462204,,
12.157,2.644257954,,
12.167,2.638483375,,
12.177,2.638982413,,
12.187,2.637057553,,
12.197,2.631853304,,
12.207,2.628288749,,
12.217,2.629571989,,
12.227,2.628859078,,
12.237,2.624082574,,
12.247,2.622941917,,
12.257,2.625223232,,
12.267,2.620304146,,
12.277,2.615028606,,
12.287,2.613531493,,
12.297,2.616311845,,
12.307,2.613887948,,
12.317,2.609539191,,
12.327,2.607115294,,
12.337,2.606402383,,
12.347,2.603550739,,
12.357,2.598916818,,
12.367,2.593712569,,
12.377,2.591359962,,
12.387,2.588009281,,
12.397,2.583660524,,
12.407,2.580808881,,
12.417,2.579596932,,
12.427,2.578527566,,
12.437,2.574606555,,
12.447,2.571826203,,
12.457,2.573252025,,
12.467,2.57360848,,
12.477,2.571897494,,
12.487,2.569616179,,
12.497,2.569117141,,
12.507,2.568903268,,
12.517,2.567192282,,
12.527,2.565552587,,
12.537,2.565338713,,
12.547,2.564055474,,
12.557,2.561488994,,
12.567,2.56120383,,
12.577,2.563912891,,
12.587,2.563627727,,
12.597,2.561988032,,
12.607,2.56248707,,
12.617,2.563556436,,
12.627,2.563556436,,
12.637,2.562130614,,
12.647,2.563128689,,
12.657,2.567691319,,
12.667,2.568475521,,
12.677,2.566764535,,
12.687,2.567833902,,
12.697,2.571683621,,
12.707,2.573109442,,
12.717,2.569972634,,
12.727,2.569473597,,
12.737,2.574178809,,
12.747,2.577030453,,
12.757,2.578028528,,
12.767,2.580024679,,
12.777,2.586440877,,
12.787,2.589934141,,
12.797,2.591502545,,
12.807,2.593569986,,
12.817,2.597633579,,
12.827,2.598275199,,
12.837,2.598417781,,
12.847,2.599415856,,
12.857,2.603336866,,
12.867,2.602552664,,
12.877,2.598560363,,
12.887,2.596706794,,
12.897,2.598061325,,
12.907,2.595566137,,
12.917,2.592072873,,
12.927,2.590005432,,
12.937,2.590361887,,
12.947,2.588936065,,
12.957,2.587438952,,
12.967,2.588722192,,
12.977,2.593641277,,
12.987,2.594140315,,
12.997,2.594354188,,
13.007,2.593926442,,
13.017,2.596350339,,
13.027,2.595423555,,
13.037,2.591074798,,
13.047,2.590005432,,
13.057,2.594995808,,
13.067,2.600841678,,
13.077,2.606544965,,
13.087,2.612747291,,
13.097,2.62051802,,
13.107,2.626007434,,
13.117,2.626720345,,
13.127,2.629999735,,
13.137,2.637342718,,
13.147,2.645256029,,
13.157,2.65053157,,
13.167,2.65573582,,
13.177,2.666572066,,
13.187,2.673843758,,
13.197,2.678263806,,
13.207,2.686248408,,
13.217,2.69679949,,
13.227,2.703572144,,
13.237,2.707350572,,
13.247,2.714764846,,
13.257,2.724103979,,
13.267,2.730377595,,
13.277,2.731161797,,
13.287,2.736651211,,
13.297,2.744136776,,
13.307,2.75026781,,
13.317,2.755614642,,
13.327,2.764169573,,
13.337,2.775219693,,
13.347,2.782990422,,
13.357,2.789834367,,
13.367,2.798389298,,
13.377,2.810936531,,
13.387,2.822343106,,
13.397,2.832680314,,
13.407,2.842019448,,
13.417,2.855137009,,
13.427,2.866472293,,
13.437,2.87410044,,
13.447,2.883510864,,
13.457,2.895915514,,
13.467,2.907607254,,
13.477,2.916447349,,
13.487,2.924788407,,
13.497,2.938405006,,
13.507,2.950595783,,
13.517,2.95886555,,
13.527,2.970200834,,
13.537,2.988308772,,
13.547,3.000713422,,
13.557,3.009410936,,
13.567,3.020033308,,
13.577,3.035717349,,
13.587,3.047694253,,
13.597,3.058031461,,
13.607,3.069224163,,
13.617,3.085549824,,
13.627,3.098738676,,
13.637,3.11007396,,
13.647,3.119127929,,
13.657,3.132031617,,
13.667,3.141584623,,
13.677,3.150567301,,
13.687,3.162829369,,
13.697,3.177586625,,
13.707,3.187567379,,
13.717,3.195765854,,
13.727,3.20332271,,
13.737,3.215656069,,
13.747,3.224638747,,
13.757,3.233621425,,
13.767,3.243031849,,
13.777,3.256577157,,
13.787,3.266058873,,
13.797,3.27047892,,
13.807,3.277108992,,
13.817,3.291866248,,
13.827,3.307906745,,
13.837,3.319812357,,
13.847,3.331575388,,
13.857,3.345833606,,
13.867,3.356955017,,
13.877,3.366151568,,
13.887,3.378912674,,
13.897,3.396949321,,
13.907,3.409425262,,
13.917,3.415485005,,
13.927,3.423113152,,
13.937,3.43730008,,
13.947,3.448849237,,
13.957,3.458473534,,
13.967,3.474157575,,
13.977,3.491695184,,
13.987,3.50645244,,
13.997,3.516076738,,
14.007,3.526699111,,
14.017,3.54231186,,
14.027,3.556783952,,
14.037,3.569616349,,
14.047,3.581308089,,
14.057,3.594924688,,
14.067,3.606259971,,
14.077,3.615527814,,
14.087,3.623013378,,
14.097,3.635917066,,
14.107,3.647751388,,
14.117,3.655878573,,
14.127,3.666429654,,
14.137,3.683040479,,
14.147,3.696371914,,
14.157,3.708206235,,
14.167,3.718899899,,
14.177,3.735296851,,
14.187,3.74827183,,
14.197,3.756684179,,
14.207,3.766878805,,
14.217,3.781992517,,
14.227,3.79261489,,
14.237,3.798674633,,
14.247,3.806659236,,
14.257,3.820347126,,
14.267,3.829971423,,
14.277,3.831896283,,
14.287,3.833749851,,
14.297,3.841734454,,
14.307,3.844871262,,
14.317,3.848934854,,
14.327,3.85321232,,
14.337,3.857275912,,
14.347,3.857204621,,
14.357,3.85585009,,
14.367,3.855636217,,
14.377,3.856206546,,
14.387,3.853711357,,
14.397,3.84800807,,
14.407,3.844015769,,
14.417,3.846011919,,
14.427,3.846368375,,
14.437,3.841235416,,
14.447,3.833821142,,
14.457,3.830613043,,
14.467,3.827048488,,
14.477,3.819634215,,
14.487,3.812362523,,
14.497,3.810081208,,
14.507,3.806659236,,
14.517,3.798104304,,
14.527,3.789763246,,
14.537,3.788480007,,
14.547,3.78541449,,
14.557,3.780780569,,
14.567,3.777501178,,
14.577,3.776075356,,
14.587,3.772510802,,
14.597,3.764740073,,
14.607,3.760605189,,
14.617,3.759749696,,
14.627,3.756042559,,
14.637,3.750553145,,
14.647,3.749056032,,
14.657,3.746774717,,
14.667,3.741356594,,
14.677,3.732231334,,
14.687,3.726029009,,
14.697,3.723106074,,
14.707,3.717331495,,
14.717,3.709917222,,
14.727,3.700934544,,
14.737,3.696728369,,
14.747,3.692165739,,
14.757,3.685963414,,
14.767,3.678335267,,
14.777,3.671776486,,
14.787,3.66158186,,
14.797,3.646182984,,
14.807,3.629928614,,
14.817,3.618878495,,
14.827,3.607543211,,
14.837,3.592714664,,
14.847,3.581735835,,
14.857,3.575747383,,
14.867,3.567548908,,
14.877,3.553148107,,
14.887,3.539887963,,
14.897,3.533044018,,
14.907,3.523205847,,
14.917,3.510444742,,
14.927,3.500677862,,
14.937,3.494261663,,
14.947,3.480930229,,
14.957,3.462893582,,
14.967,3.448920528,,
14.977,3.439438812,,
14.987,3.427818364,,
14.997,3.415627587,,
15,3.405789416,,
